Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (J/mole-K),Samp HC Err (J/mole-K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (J/mole-K/K),Addenda Offset HC (µJ/K)
13585729.45,,5905,150.018,150.206,9999.74,9.3E-6,151.08752,2.8511593,106.68518,0.152,5862.1788,5.341,10245.185,6.244,18.662083,79.628699,0.77721708,96.110226,271.54832,1.282,1,,,,0.00012962,159.2429,22827.438,0.70611513,0
13586623.33,,5905,145.014,145.201,9999.74,9.3E-6,146.06707,2.775132,105.2557,0.1464,5561.6406,5.145,9885.9185,6.014,26.646716,79.338679,0.74380973,96.277103,274.03079,1.166,1,,,,0.00012553,159.2574,21335.589,0.7205984,0
13587513.09,,5905,139.996,140.19,9999.74,9.3E-6,141.04011,2.6971237,103.25442,0.1388,5261.0499,4.972,9503.1082,5.701,17.978073,78.84308,0.71313526,96.418096,279.75317,1.037,1,,,,0.00012143,158.6774,19892.314,0.73209256,0
13588408.39,,5905,135.005,135.17,9999.74,9.2E-6,136.00607,2.6118715,101.22277,0.139,4959.8092,4.857,9118.4,5.709,2.0096475,78.261845,0.68730198,96.530906,284.22084,0.9781,1,,,,0.00011739,157.6862,18497.652,0.74425181,0
13589291.59,,5905,130.008,130.16,9999.74,9.3E-6,130.98659,2.5324462,99.121504,0.1354,4659.8247,4.76,8732.0882,5.562,5.8827626,77.601173,0.65382734,96.677431,287.81669,0.8992,1,,,,0.00011337,156.5237,17157.488,0.75673015,0
13590170.61,,5905,125.009,125.173,9999.74,9.2E-6,125.95803,2.4500858,96.469731,0.1337,4362.0352,4.634,8325.3543,5.495,25.878694,76.456229,0.65213401,96.642469,293.51929,0.8373,1,,,,0.00010976,155.2023,15865.424,0.76588793,0
13591041.09,,5905,119.993,120.182,9999.74,9.3E-6,120.92845,2.3581915,94.10784,0.1292,4066.8346,4.471,7933.119,5.309,3.9495921,75.32854,0.61103278,96.807114,295.88966,0.7664,1,,,,0.00010615,152.9125,14623.69,0.77821093,0
13591905.89,,5905,115.001,115.179,9999.74,9.3E-6,115.90075,2.2684821,91.250862,0.1247,3774.8502,4.287,7523.7597,5.121,2.0845366,73.763756,0.57001824,96.955738,299.72351,0.7005,1,,,,0.0001028,150.6571,13432.984,0.78731899,0
13592768.42,,5905,109.989,110.175,9999.74,9.3E-6,110.86466,2.1750867,88.297491,0.1197,3486.2396,4.081,7113.8141,4.919,14.031193,72.256759,0.54141772,97.043635,302.51513,0.6394,1,,,,9.9238E-5,147.5275,12290.972,0.796444,0
13593612.69,,5905,104.975,105.18,9999.74,9.3E-6,105.82634,2.0847053,85.309168,0.1141,3201.2422,3.856,6706.0458,4.687,1.6065308,70.645713,0.52931538,97.036635,303.97807,0.5803,1,,,,9.5723E-5,144.5135,11199.214,0.80612417,0
13594443.44,,5905,99.993,100.171,9999.74,9.3E-6,100.79479,1.9983556,82.091124,0.1107,2927.0047,3.685,6299.5997,4.55,25.904783,69.034223,0.50190547,97.112671,305.13226,0.538,1,,,,9.2037E-5,141.2914,10159.59,0.81443815,0
13595291.94,,5905,94.9933,95.1752,9999.74,9.3E-6,95.764501,1.8985612,78.793799,0.1108,2663.3982,3.595,5900.5274,4.551,0.51270318,66.713272,0.45955256,97.248258,305.17583,0.5151,1,,,,8.9205E-5,138.0684,9170.8397,0.82278713,0
13596130.78,,5905,89.9911,90.169,9999.74,9.3E-6,90.721283,1.8058025,74.988565,0.1163,2409.3497,3.403,5490.1463,4.779,0.19704757,64.926716,0.46242231,97.137876,305.98322,0.5198,1,,,,8.5349E-5,133.4265,8230.3513,0.82658184,0
13596960.33,,5905,84.9813,85.1316,9999.74,9.3E-6,85.686883,1.7177681,71.282971,0.1016,2165.0063,3.046,5093.5639,4.173,0.18191465,62.42061,0.42405137,97.245509,304.79639,0.4373,1,,,,8.237E-5,129.8534,7342.242,0.83190061,0
13597748.63,,5905,79.99,80.1264,9999.74,9.2E-6,80.649625,1.6265936,67.247277,0.1177,1933.6484,2.806,4696.4054,4.835,0.070597254,60.071549,0.41424383,97.177001,303.45596,0.4903,1,,,,7.8972E-5,124.8412,6504.3621,0.83382008,0
13598524.83,,5905,75.0037,75.1039,9999.74,9.2E-6,75.617034,1.540213,62.752138,0.09322,1715.6203,2.694,4293.701,3.83,0.22905431,57.378813,0.38380913,97.232747,302.41809,0.3785,1,,,,7.5604E-5,120.1431,5717.9358,0.82986775,0
13599292.36,,5905,70.0009,70.0969,9999.74,9.3E-6,70.575029,1.4529756,58.068996,0.08444,1509.2548,2.542,3894.9355,3.469,0.37023945,54.755292,0.36495396,97.210576,300.44853,0.3363,1,,,,7.1904E-5,114.7576,4980.8348,0.82279805,0
13600044.67,,5905,65.0001,65.0897,9999.74,9.3E-6,65.53955,1.3666794,53.245227,0.07907,1317.6801,2.417,3505.1831,3.248,1.9002106,51.631277,0.33430486,97.256128,297.4071,0.3112,1,,,,6.864E-5,109.5106,4295.4326,0.81241368,0
13600750.63,,5905,60.0005,60.1005,9999.74,9.2E-6,60.505747,1.2804566,48.219246,0.07937,1142.5429,2.355,3123.5608,3.261,0.50270109,48.658157,0.32097296,97.171418,293.53846,0.3116,1,,,,6.4951E-5,103.2626,3660.9454,0.79693663,0
13601491.31,,5905,54.9989,55.0978,9999.74,9.3E-6,55.472883,1.1947837,43.070688,0.06914,979.36065,2.262,2748.8575,2.84,2.6535002,45.085731,0.29594359,97.151015,288.54783,0.2737,1,,,,6.1715E-5,97.31631,3077.2408,0.7764278,0
13602214.23,,5905,49.9994,50.1075,9999.74,9.3E-6,50.437393,1.0962839,37.742706,0.07216,830.52491,2.187,2381.1293,2.964,0.55273793,41.073936,0.26786862,97.140337,282.69829,0.2926,1,,,,5.87E-5,90.17146,2543.9306,0.74830802,0
13602873.13,,5905,46.9971,47.1095,9999.74,9.3E-6,47.364207,0.92949625,34.480289,0.06513,747.39342,2.198,2163.9662,2.676,0.3209358,38.457191,0.24851061,97.152612,278.44409,0.2702,1,,,,5.6981E-5,69.23821,2243.3681,0.72798198,0
13603453.16,,5905,45.9974,46.113,9999.74,9.3E-6,46.385037,0.96260091,33.37023,0.06647,721.90304,2.219,2092.8706,2.731,0.18350689,37.294648,0.23475969,97.224289,277.27388,0.2788,1,,,,5.6809E-5,76.91438,2151.5716,0.719418,0
13604022.94,,5905,44.9986,45.1145,9999.74,9.3E-6,45.375274,0.93684605,32.307285,0.06813,696.3267,2.241,2023.6247,2.799,0.082611562,36.400323,0.22466555,97.274908,275.67249,0.2885,1,,,,5.6268E-5,74.5893,2058.9155,0.71200199,0
13604593.55,,5905,43.9964,44.1103,9999.74,9.3E-6,44.371805,0.91398467,31.193313,0.06761,671.34471,2.256,1952.8768,2.778,0.12041325,35.291624,0.21477704,97.311616,274.27468,0.2899,1,,,,5.5998E-5,72.80065,1968.8571,0.70299852,0
13605164.38,,5905,42.9976,43.1045,9999.74,9.3E-6,43.365834,0.8909391,29.920437,0.06436,646.71294,2.26,1875.9508,2.644,0.36522217,34.121398,0.20063956,97.405791,273.5087,0.2812,1,,,,5.5611E-5,70.58325,1880.5956,0.68995415,0
13605733.09,,5905,41.9979,42.0953,9999.74,9.3E-6,42.362638,0.86746638,28.764643,0.06285,622.84882,2.269,1804.6025,2.582,0.8939829,33.258738,0.19438234,97.42296,272.22006,0.2792,1,,,,5.4879E-5,68.2428,1794.5931,0.67900973,0
13606306.36,,5905,41.0012,41.0903,9999.74,9.3E-6,41.355008,0.84723954,27.677408,0.06438,599.32897,2.27,1736.4152,2.645,0.60355764,32.349219,0.18613248,97.462859,270.56015,0.2905,1,,,,5.428E-5,66.51748,1710.2367,0.66926377,0
13606876.59,,5905,40.0029,40.0829,9999.74,9.2E-6,40.348748,0.82762778,26.588288,0.06174,575.95163,2.251,1668.2929,2.537,0.84112638,31.605513,0.18780173,97.38044,268.87822,0.2834,1,,,,5.3397E-5,64.69844,1628.0215,0.65896191,0
13607443.69,,5905,39.0037,39.0793,9999.74,9.3E-6,39.343006,0.80989585,25.557403,0.05977,552.42332,2.196,1602.4122,2.456,2.1376427,30.839021,0.1855032,97.346427,266.89209,0.2788,1,,,,5.2572E-5,63.21103,1547.8721,0.64960474,0
13608014.34,,5905,38.0059,38.0764,9999.74,9.3E-6,38.332644,0.79070756,24.613312,0.05807,528.2868,2.083,1539.4891,2.386,0.47076134,30.04249,0.1786675,97.370311,264.42098,0.2747,1,,,,5.1844E-5,61.67804,1469.3916,0.64209796,0
13608582.59,,5905,37.0057,37.074,9999.74,9.3E-6,37.328435,0.77251007,23.760438,0.05256,504.22165,1.934,1480.3849,2.16,1.5334637,29.497865,0.17727049,97.332767,261.50219,0.2515,1,,,,5.0788E-5,60.08498,1393.412,0.63652384,0
13609145.28,,5905,36.0093,36.0715,9999.74,9.2E-6,36.298658,0.71380251,26.582338,0.09518,479.98614,1.788,1572.083,3.91,0.85655673,32.104702,0.17852707,97.3798,241.91361,0.3929,1,,,,4.9607E-5,58.99573,1317.5926,0.73232288,0
13609730.88,,5905,35.0051,35.0701,9999.74,9.2E-6,35.314708,0.71625348,27.641707,0.06314,457.56676,1.693,1593.1863,2.594,0.14797813,32.612479,0.16769611,97.486419,231.18004,0.2436,1,,,,4.9495E-5,64.2094,1247.1286,0.78272505,0
13610331.58,,5905,34.01,34.0697,9999.74,9.3E-6,34.318996,0.72098602,26.144467,0.06065,435.94651,1.657,1510.0541,2.492,0.15972523,31.638315,0.17108142,97.365042,230.447,0.241,1,,,,4.8386E-5,65.22496,1177.7935,0.76180746,0
13610888.28,,5905,33.0131,33.0731,9999.74,9.2E-6,33.311315,0.70617153,24.966732,0.07834,414.79059,1.649,1440.5126,3.218,0.050554682,31.232156,0.16624724,97.402075,228.33986,0.3171,1,,,,4.675E-5,63.27663,1109.6437,0.74949705,0
13611453.59,,5905,32.0086,32.0684,9999.74,9.3E-6,32.308448,0.69443182,23.164524,0.05408,393.89584,1.632,1345.5768,2.222,0.32411611,28.985557,0.14659162,97.556579,228.83922,0.2301,1,,,,4.7007E-5,62.46431,1043.8358,0.7169804,0
13612003.11,,5905,31.0097,31.0896,9999.74,9.2E-6,31.287087,0.66911258,22.081402,0.05334,372.84548,1.575,1280.0279,2.191,3.8238668,29.640346,0.17511338,97.136632,226.19059,0.2315,1,,,,4.3829E-5,57.97111,978.88183,0.70576725,0
13612560.55,,5905,30.0142,30.0908,9999.74,9.3E-6,30.293354,0.67570835,20.495016,0.04966,352.17636,1.491,1194.1844,2.04,10.17817,28.056449,0.15139077,97.404593,225.95828,0.2265,1,,,,4.3131E-5,59.28069,917.68728,0.67655157,0
13613112.11,,5905,29.0218,29.1092,9999.74,9.3E-6,29.281493,0.64711291,18.838878,0.04477,331.59673,1.398,1105.5648,1.839,6.9410512,26.014837,0.15876558,97.094043,226.07056,0.2168,1,,,,4.3125E-5,56.1129,857.40581,0.64337152,0
13613653.39,,5905,28.0078,28.0865,9999.74,9.3E-6,28.267373,0.61854931,17.315263,0.04105,311.80683,1.318,1023.1793,1.687,0.64672665,24.628797,0.14766128,97.17191,225.72031,0.2112,1,,,,4.2132E-5,52.02967,799.04437,0.61255296,0
13614197.83,,5905,27.0047,27.0849,9999.74,9.3E-6,27.256697,0.59499549,15.934888,0.03845,292.90433,1.245,947.56613,1.58,0.80398874,23.229408,0.13665868,97.247803,224.83892,0.2099,1,,,,4.1346E-5,49.25759,742.92755,0.58462285,0
13614765.09,,5905,24.0036,24.0724,9999.74,9.2E-6,24.199937,0.47378812,11.820131,0.03078,236.9564,1.031,722.56936,1.264,3.1852375,19.476337,0.12872983,97.008581,223.33076,0.2123,1,,,,3.762E-5,32.95584,585.63695,0.48843643,0
13615279.48,,5905,21.0035,21.0725,9999.74,9.3E-6,21.225751,0.5046747,8.3332937,0.02439,184.55024,0.8005,526.91154,1.002,6.1664339,15.658183,0.1007146,97.185168,221.91796,0.2268,1,,,,3.4065E-5,38.95267,450.53253,0.392603,0
13615803.95,,5905,18.0034,18.0725,9999.74,9.3E-6,18.198807,0.43494577,5.3632101,0.01846,138.28256,0.6453,358.62228,0.7585,1.8206159,12.127811,0.079004714,97.268027,221.41023,0.2581,1,,,,2.9886E-5,31.31637,331.19659,0.29470119,0
13616180.05,,5905,14.991,15.0698,9999.74,9.3E-6,15.16693,0.36549232,3.1628462,0.01259,95.679903,0.4513,225.62086,0.5172,0.98960312,9.1315295,0.062638279,97.217111,220.41769,0.2929,1,,,,2.4944E-5,24.25562,230.03577,0.20853569,0
13616530.5,,5905,11.9899,12.0637,9999.74,9.3E-6,12.133261,0.28987871,1.820119,0.008691,59.507826,0.3126,134.28478,0.357,0.53839736,6.9312141,0.051932566,96.997636,212.06325,0.3366,1,,,,1.9561E-5,18.26306,147.21603,0.15001069,0
13616867.75,,5905,8.98912,9.0572,9999.74,9.3E-6,9.0978075,0.20682771,1.1776197,0.004296,30.704293,0.1597,79.085095,0.1765,1.3277033,5.8302697,0.039529171,97.164995,183.85292,0.2231,1,,,,1.3714E-5,13.86243,82.770101,0.12943995,0
13617171.64,,5905,7.99254,8.0425,9999.74,9.2E-6,8.078331,0.15910222,1.1097711,0.00308,23.065401,0.1063,68.65874,0.1266,0.52282231,5.9224413,0.036442343,97.249856,166.51236,0.1538,1,,,,1.1738E-5,10.58349,65.259431,0.13737629,0
13617796.38,,5905,6.89592,6.9771,9999.74,9.3E-6,6.9864955,0.14056791,1.0746521,0.002655,15.903229,0.08176,60.053755,0.1091,0.10293336,6.2549762,0.029841135,97.543896,145.55922,0.1197,1,,,,9.7323E-6,11.84488,48.811119,0.15381848,0
13618087.2,,5905,5.78596,5.8599,9999.74,9.2E-6,5.8581097,0.11485252,1.0677621,0.002186,9.9815427,0.04011,53.849002,0.08979,1.1282615,7.2024022,0.025302624,97.654801,122.31198,0.08334,1,,,,7.5961E-6,12.50995,34.317449,0.18227076,0
13618387.45,,5905,4.68775,4.7526,9999.74,9.3E-6,4.7473628,0.08597678,1.1737619,0.001962,5.5180357,0.0202,53.740342,0.08061,0.53944445,9.3577354,0.019059447,97.758259,96.042016,0.05346,1,,,,5.8491E-6,14.4048,22.537454,0.24724503,0
13618725.56,,5905,3.59157,3.647,9999.74,9.3E-6,3.6385747,0.071009804,1.0485278,0.003174,2.5107896,0.008499,45.588036,0.1304,0.77421867,11.493725,0.012268406,97.914555,76.43186,0.07697,1,,,,4.0419E-6,18.71547,13.239226,0.28816992,0
13619118.89,,5905,2.49614,2.5228,9999.74,9.3E-6,2.5335166,0.057198371,0.38868398,0.0008254,0.88725522,0.003541,16.855774,0.03391,1.5817603,6.6900299,0.006204327,98.111744,74.084785,0.05236,1,,,,2.5631E-6,13.23462,6.4187062,0.15341679,0
